index,state,ticket_channel_id,ticket_banner_id,owner_id,ticket_number
0,closed,1236559809881575464,1236559810976026636,444582897253351424,1
1,closed,1236606913064599554,1236606915379728414,444582897253351424,2
2,closed,1236853225559298098,1236853231934505013,444582897253351424,3
3,closed,1236887975309217812,1236887977519616031,634845429770485790,4
4,closed,1236888030149873744,1236888032528039976,413152278183411712,5
5,closed,1236888603519488024,1236888604307882026,634845429770485790,6
6,closed,1240070166839033929,1240070168487526440,745094246280855585,7
7,closed,1240143796558102658,1240143797648752683,1198522071232282675,8
8,closed,1241873046034448424,1241873047586082959,467762955182669825,9
9,closed,1244290740901773422,1244290742327705613,513407244189171726,10
10,closed,1246165452405608469,1246165454825853029,760050532785324074,11
11,closed,1252067149435109386,1252067150026244177,1248060522763391137,12
12,closed,1253633290431369297,1253633291089870860,544596430560690186,13
13,closed,1254552826718457948,1254552828119355462,728594221438861334,14
14,closed,1256965477503209502,1256965478694522950,1200519118051365009,15
15,closed,1257320551219724319,1257320552172093462,574223539251445801,16
16,closed,1257775515788382320,1257775518040850482,688464597254012992,17
17,closed,1257800318377263195,1257800319618912337,695138211810377739,18
18,closed,1258538567148240940,1258538568784154826,702234876581249062,19
19,closed,1258989544771158139,1258989546348089374,444582897253351424,20
20,closed,1259715499076489287,1259715500074729472,1153145653006962818,21
21,closed,1262822404405727232,1262822405718675567,444582897253351424,22
22,closed,1262823927063904319,1262823928171200694,444582897253351424,23
23,closed,1262925852522446849,1262925854271344811,711332732692594780,24
24,closed,1262985363819987067,1262985365958951005,444582897253351424,25
25,closed,1263238937774919780,1263238939427471371,604699619607314443,26
26,closed,1264440396990382151,1264440398756057109,518878253457604629,27
27,closed,1264458412423512114,1264458414390775882,1150607921122660422,28
28,closed,1265462551798481007,1265462552750592140,463797101860487191,29
29,closed,1265801126981275790,1265801128319258757,455488667163688960,30
30,closed,1265801996733120564,1265801999191113871,518878253457604629,31
31,closed,1265802165394477077,1265802166589984819,455488667163688960,32
32,closed,1269851351777546240,1269851352650092565,844957835682644010,33
33,closed,1272731335709954098,1272731336402010284,1153145653006962818,34
34,closed,1273145836569624649,1273145838213922848,1204995845506727976,35
35,closed,1273153736025313373,1273153737904357407,634845429770485790,36
36,closed,1273176623402975304,1273176625717968898,634845429770485790,37
37,closed,1274110332805185669,1274110340459659267,434746350123483147,38
38,closed,1276015329138708590,1276015337556414556,988938647741022248,39
39,closed,1276526471791251487,1276526473259520114,873374583783317565,40
40,closed,1276733031024951328,1276733032098828309,873374583783317565,41
41,closed,1277281948460519555,1277281950029054083,750781132353830924,42
42,closed,1278204050864603178,1278204053230325873,634845429770485790,43
43,closed,1279612741199593523,1279612742289981522,429532584071135241,44
44,closed,1283078097129967738,1283078098828398652,954010609995890701,45
45,closed,1291534898120884234,1291534899404083220,444582897253351424,46
46,closed,1294065202823958620,1294065204539297874,1131739806146236456,47
47,closed,1296932411216625674,1296932412206350348,805548491476434944,48
48,closed,1296933830850248734,1296933831819006073,805548491476434944,49
49,closed,1297718509417140286,1297718511065501710,560917573550735362,50
50,closed,1299451770660982834,1299451771776929944,839643167128289310,51
51,closed,1299524572344877078,1299524573381001258,805548491476434944,52
52,closed,1301958418382323772,1301958419338629164,444582897253351424,53
53,closed,1302442077535338496,1302442078348775516,747893632475857016,54
54,closed,1303236634640388167,1303236635986628648,1239255411987841140,55
55,closed,1317688857529155635,1317688862671376404,444582897253351424,56
56,closed,1318302007898931262,1318302009027203143,413655038058168320,57
